Item Inventory #,Purchase_Date,seller,Brand + Product Name,Brand,Product_Name,product description, Quality , Purchase Price , List Price , Sell price , Gross Amount Earned , Net Profit/Loss ,Percent Profit,Date Sold,Days Held
684,7/1/2025,Mercari,Louis Vuitton Murakami Judy MM,,,Great Condition,, $ 834.87 ,,,, $ (834.87),0%,,  35.00 
685,7/4/2025,Mercari,Celine Leather Hobo Bag,,,Good Condition,, $ 188.69 ,, $ 279.30 , $ 247.83 , $ 59.14 ,21%,7/14/2025,  10.00 
686,7/7/2025,Poshmark,Gucci Continental Wallet in Beige,,,Great Condition,, $ 63.46 ,,,, $ (63.46),0%,,  29.00 
687,7/4/2025,Ebay,Fendi Blue Denim Mine Spy Hobo,,,Great Condition,, $ 518.78 ,,,, $ (518.78),0%,,  32.00 
688,7/7/2025,Ebay,"Lot of LV Key Holders, Wallets, and Phone cases",,,Fair Condition,, $ 141.44 ,,,, $ (141.44),0%,,  29.00 
689,7/3/2025,Quylityluxury,Louis Vuitton Monogram Eclipse Coin Card Holder Holiday Animation,,,Good Condition,, $ 109.13 ,, $ 199.00 , $ 176.74 , $ 67.61 ,34%,7/14/2025,  11.00 
690,7/5/2025,goldenboutique,NEW MCM Pink Crossbody,,,"BRAND NEW IN BAG, 100% AUTHENTIC STYLE SHOWN ON SCREEN",, $ 181.44 ,,,, $ (181.44),0%,,  31.00 
691,7/5/2025,luxebylexis,Tory Burch Black Top Handle,,,BRAND NEW,, $ 89.93 ,,,, $ (89.93),0%,,  31.00 
692,7/5/2025,luxebylexis,Kate Spade Cognac Crescent Crossbody,,,Good Condition,, $ 32.81 ,,,, $ (32.81),0%,,  31.00 
693,7/5/2025,luxebylexis,Michael Kors Braided Top Handle Bag,,,BRAND NEW with Tags,, $ 43.56 ,, $ 99.00 , $ 87.45 , $ 43.89 ,44%,7/17/2025,  12.00 
694,7/5/2025,luxebylexis,Beige Valentino Orlandi Crossbody with Gold Hardware,,,BRAND NEW with Tags,, $ 11.98 ,, $ 21.00 , $ 18.17 , $ 6.19 ,29%,7/27/2025,  22.00 
695,7/5/2025,luxebylexis,Bottega Venetta Zip Around Wallet in Cream,,,Excellent Condition,, $ 82.76 ,, $ 149.00 , $ 131.79 , $ 49.03 ,33%,7/11/2025,  6.00 
696,7/6/2025,house_of_luxury,Louis Vuitton Monogram Alma,,,Good Condition,, $ 385.21 ,,,, $ (385.21),0%,,  30.00 
697,7/6/2025,panandpiperscloset,Louis Vuitton Sac Plat,,,Great Condition,, $ 309.51 ,,,, $ (309.51),0%,,  30.00 
698,7/7/2025,thekikicollection,Louis Vuitton Green Epi Long Wallet,,,Good Condition,, $ 61.70 ,, $ 43.00 , $ 37.81 , $ (23.89),-56%,7/10/2025,  3.00 
699,7/7/2025,thekikicollection,Louis Vuitton Red Epi Mini Wallet,,,Good Condition,, $ 70.31 ,, $ 50.00 , $ 43.88 , $ (26.43),-53%,7/10/2025,  3.00 
700,7/7/2025,thekikicollection,Louis Vuitton Red Epi Mini Wallet,,,Good Condition,, $ 37.03 ,, $ 45.00 , $ 39.49 , $ 2.46 ,5%,7/10/2025,  3.00 
701,7/7/2025,boltluxury,Gucci Key Holder,,,Fair Condition,, $ 26.77 ,,,, $ (26.77),0%,,  29.00 
702,7/9/2025,house_of_luxury,Louis Vuitton Damier Sauvage Crossbody,,,Good Condition,, $ 141.12 ,,,, $ (141.12),0%,,  27.00 
703,7/9/2025,arkollab,Louis Vuitton Speedy,,,Good Condition,, $ 298.62 ,,,, $ (298.62),0%,,  27.00 
704,7/8/2025,japanluxlifestyle,Dior Blue Kisslock Clutch,,,Great Condition,, $ 212.99 ,,,, $ (212.99),0%,,  28.00 
705,7/8/2025,japanluxlifestyle,Louis Vuitton Black Epi Wallet,,,Great Condition,, $ 118.31 ,, $ 125.00 , $ 110.55 , $ (7.76),-6%,7/25/2025,  17.00 
706,7/9/2025,coolkicks,Promo,,,NA,, $ 43.66 ,, $ -   , $ -   , $ (43.66),0%,7/9/2025,  -   
707,7/10/2025,coolkicks,For Giveaways,,,NA,, $ 314.06 ,, $ -   , $ -   , $ (314.06),0%,7/9/2025,  (1.00)
708,7/9/2025,Poshmark,Louis Vuitton Monogram Artsy,,,NA,, $ 544.50 ,,,, $ (544.50),0%,,  27.00 
709,7/10/2025,laceluxx,Bag charm auction,,,NA,, $ 8.00 ,, $ 24.00 , $ 20.30 , $ 12.30 ,51%,7/10/2025,  -   
710,5/31/2025,Poshmark,Chloe Paddington in Cream,,,Good Condition,, $ 294.03 ,,,, $ (294.03),0%,,  66.00 
711,7/10/2025,AshleyJordan,Louis Vuitton Sarah Long Wallet,,,Fair Condition,, $ 60.27 ,, $ 95.00 , $ 84.38 , $ 24.11 ,25%,7/26/2025,  16.00 
712,7/10/2025,Ebay,Louis Vuitton Damier Ebene Bloomsbury,,,Fair Condition,, $ 160.30 ,, $ 249.00 , $ 220.63 , $ 60.33 ,24%,7/10/2025,  -   
713,7/6/2025,house_of_luxury,Sponsor Airpods for the Chat,,,NA,, $ 168.08 ,, $ -   , $ -   , $ (168.08),0%,7/6/2025,  -   
714,7/7/2025,limitlessluxx_,Chanel Travel Line Bag,,,NA,, $ 200.06 ,,,, $ (200.06),0%,,  29.00 
715,7/7/2025,eszgrail,Gucci GG Supreme Apple Small Padlock Bag,,,Great Condition,, $ 577.40 ,,,, $ (577.40),0%,,  29.00 
716,7/10/2025,hobby_shop_luxury,Black crossbody ,,,Good Condition,, $ 12.21 ,,,, $ (12.21),0%,,  26.00 
717,7/10/2025,kikiscollection,Christian Dior VIP Makeup Pouch,,,NWT,, $ 54.28 ,,,, $ (54.28),0%,,  26.00 
718,7/10/2025,kikiscollection,Versace GWP Tote Bag,,,NWT,, $ 49.82 ,,,, $ (49.82),0%,,  26.00 
719,7/10/2025,theshoegameco,Promo,,,NA,, $ 59.61 ,, $ -   , $ -   , $ (59.61),0%,7/10/2025,  -   
720,7/10/2025,laceluxx,Show Promotion,,,NA,, $ 118.95 ,, $ -   , $ -   , $ (118.95),0%,7/10/2025,  -   
721,7/10/2025,laceluxx,Buy me an Energy Drink,,,,, $ 0.01 ,, $ 8.00 , $ 6.79 , $ 6.78 ,85%,7/11/2025,  1.00 
722,7/11/2025,laceluxx,Project Louis Auction,,,NA,, $ 70.00 ,, $ 138.00 , $ 118.94 , $ 48.94 ,35%,7/11/2025,  -   
723,7/11/2025,laceluxx,Show Promotion,,,NA,, $ 120.53 ,, $ -   , $ -   , $ (120.53),0%,7/11/2025,  -   
724,7/11/2025,laceluxx,Giveaway Spend,,,NA,, $ 36.83 ,, $ -   , $ -   , $ (36.83),0%,7/11/2025,  -   
725,7/10/2025,laceluxx,Giveaway Spend,,,NA,, $ 181.00 ,, $ -   , $ -   , $ (181.00),0%,7/10/2025,  -   
726,7/13/2025,laceluxx,Project Louis Auction,,,NA,, $ 17.50 ,, $ 53.00 , $ 46.12 , $ 28.62 ,54%,7/13/2025,  -   
727,7/13/2025,laceluxx,Tips,,,NA,, $ 0.01 ,, $ 32.00 , $ 32.00 , $ 31.99 ,100%,7/13/2025,  -   
728,7/13/2025,laceluxx,Giveaway Spend,,,NA,, $ 43.78 ,, $ -   , $ -   , $ (43.78),0%,7/13/2025,  -   
729,7/13/2025,laceluxx,Show Promotion,,,NA,, $ 116.98 ,, $ -   , $ -   , $ (116.98),0%,7/13/2025,  -   
730,7/14/2025,laceluxx,Project Louis Auction,,,NA,, $ 17.50 ,, $ 19.00 , $ 16.29 , $ (1.21),-6%,7/14/2025,  -   
731,7/14/2025,laceluxx,Denim Shein Bag,,,NA,, $ 16.04 ,, $ 20.00 , $ 17.39 , $ 1.35 ,7%,7/14/2025,  -   
732,7/14/2025,laceluxx,Giveaway Spend,,,NA,, $ 28.80 ,, $ -   , $ -   , $ (28.80),0%,7/14/2025,  -   
733,7/14/2025,laceluxx,Promotion Spend,,,NA,, $ 83.45 ,, $ -   , $ -   , $ (83.45),0%,7/14/2025,  -   
734,7/10/2025,murielcol,Michael Kors Blue Jean Bag,,,Excellent Condition,, $ 140.00 ,,,, $ (140.00),0%,,  26.00 
735,7/10/2025,murielcol,Michael Kors Black Snakeskin Wallet,,,Great Condition,, $ 22.49 ,,,, $ (22.49),0%,,  26.00 
736,7/10/2025,murielcol,Kate Spade Clover Bag,,,Like New Condition,, $ 120.00 ,,,, $ (120.00),0%,,  26.00 
737,7/10/2025,murielcol,LV Cup,,,New Never Worn,, $ 16.92 ,,,, $ (16.92),0%,,  26.00 
738,7/13/2025,murielcol,Bright Pink MCM Wallet,,,Excellent Condition,, $ 102.60 ,, $ 160.00 , $ 141.87 , $ 39.27 ,25%,7/27/2025,  14.00 
739,7/13/2025,murielcol,Project Gucci Bag,,,Project,, $ 44.65 ,, $ 99.00 , $ 87.42 , $ 42.77 ,43%,7/17/2025,  4.00 
740,7/13/2025,murielcol,Tory Bag ,,,Donation,, $ 28.67 ,, $ -   , $ -   , $ (28.67),0%,7/14/2025,  1.00 
741,7/13/2025,murielcol,Michael Kors Metallic Blue Bag with Guitar Strap,,,Excellent Condition,, $ 31.62 ,,,, $ (31.62),0%,,  23.00 
742,7/14/2025,goldenboutique,Bright Pink Fendi Bag,,,Great Condition,, $ 200.61 ,,,, $ (200.61),0%,,  22.00 
743,7/14/2025,goldenboutique,Gucci Bamboo Mini Backpack,,,Great Condition,, $ 147.02 ,, $ 235.00 , $ 208.21 , $ 61.19 ,26%,7/27/2025,  13.00 
744,7/14/2025,goldenboutique,Light Pink Balenciaga Bag,,,Great Condition,, $ 293.17 ,,,, $ (293.17),0%,,  22.00 
745,7/14/2025,topluxxe,Louis Vuitton Alma Painted Red,,,Good Condition,, $ 239.58 ,, $ 349.00 , $ 309.64 , $ 70.06 ,20%,7/21/2025,  7.00 
746,7/15/2025,coolkicks,Promo Giveaway,,,NA,, $ 58.90 ,,,, $ (58.90),0%,,  21.00 
747,7/16/2025,goldenboutique,Christian Dior Red Wallet,,,Good Condition,, $ 85.21 ,, $ 135.00 , $ 119.31 , $ 34.10 ,25%,7/21/2025,  5.00 
748,7/16/2025,goldenboutique,Balenciaga Sunglasses,,,Excellent Condition - no box,, $ 34.00 ,, $ 32.00 , $ 27.93 , $ (6.07),-19%,7/21/2025,  5.00 
750,7/15/2025,Mercari,Chanel Matlasse Caviar Skin Double Flap Wallet on Chain,,,Good Condition,, $ 208.72 ,,,, $ (208.72),0%,,  21.00 
751,7/15/2025,Depop,Chloe Blue Jean Paddington,,,Good Condition,, $ 238.15 ,,,, $ (238.15),0%,,  21.00 
752,7/16/2025,Depop,Louis Vuitton Damier Azur Speedy 30,,,Great Condition,, $ 375.37 ,, $ 599.00 , $ 531.46 , $ 156.09 ,26%,7/26/2025,  10.00 
753,7/17/2025,Vestiaire,Jimmy Choo Tan Two Way Bag,,,Great Condition,, $ 125.24 ,,,, $ (125.24),0%,,  19.00 
754,7/17/2025,Mercari,Celine Gold Bittersweet Hobo Bag,,,Great Condition,, $ 173.68 ,,,, $ (173.68),0%,,  19.00 
755,7/16/2025,Trenbe,Louis Vuitton Galleria MM Shoulder Bag,,,Great Condition,, $ 440.00 ,,,, $ (440.00),0%,,  20.00 
756,7/16/2025,Trenbe,Louis Vuitton Galleria MM Shoulder Bag,,,Good Condition,, $ 360.00 ,,,, $ (360.00),0%,,  20.00 
757,7/17/2025,Trenbe,Gucci Gacquard Scarf Shoulder Bag,,,A Condition,, $ 355.25 ,,,, $ (355.25),0%,,  19.00 
758,7/17/2025,Trenbe,Celine Bittersweet Black Leather Hobo Shoulder Bag,,,A Condition,, $ 292.65 ,,,, $ (292.65),0%,,  19.00 
759,7/17/2025,Trenbe,Gucci GG Jacquard Shoulder Bag,,,A Condition,, $ 281.10 ,,,, $ (281.10),0%,,  19.00 
760,7/17/2025,slay4you,Louis Vuitton Odeon PM Shoulder Bag,,,Great Condition,, $ 308.21 ,,,, $ (308.21),0%,,  19.00 
761,7/16/2025,arkollab,Gucci GG Canvas Medium Bella Flap Bag Rose Gold,,,Great Condition,, $ 308.21 ,,,, $ (308.21),0%,,  20.00 
762,7/16/2025,arkollab,Celine Triomphe Bittersweet Printed Canvas Hobo,,,Great Condition,, $ 217.76 ,,,, $ (217.76),0%,,  20.00 
763,7/17/2025,slay4you,Louis Vuitton Monogram Papillon GM ,,,Great Condition,, $ 260.00 ,,,, $ (260.00),0%,,  19.00 
764,7/17/2025,Depop,Louis Vuitton Alma,,,Excellent Condition,, $ 466.84 ,,,, $ (466.84),0%,,  19.00 
765,7/17/2025,murielcol,Furla Bag in Cream,,,Good Condition,, $ 0.01 ,,,, $ (0.01),0%,,  19.00 
767,7/17/2025,Buyee,Louis Vuitton Murakami Judy MM White,,,Good Condition,, $ 664.30 ,,,, $ (664.30),0%,,  19.00 
768,7/10/2025,leveluxbag,Marc Jacobs Sun Glasses,,,Like New Condition,, $ 46.54 ,, $ 99.00 , $ 87.33 , $ 40.79 ,41%,7/17/2025,  7.00 
769,7/17/2025,laceluxx,Buy me an Energy Drink,,,NA,, $ 0.01 ,, $ 8.00 , $ 6.79 , $ 6.78 ,85%,7/17/2025,  -   
770,7/17/2025,laceluxx,Coach Wristlet,,,New,, $ 20.00 ,, $ 34.00 , $ 29.99 , $ 9.99 ,29%,7/17/2025,  -   
771,7/17/2025,laceluxx,Shein Bags,,,New,, $ 30.70 ,, $ 29.00 , $ 24.89 , $ (5.81),-20%,7/17/2025,  -   
772,7/17/2025,laceluxx,Bag charm auction,,,NA,, $ 28.00 ,, $ 77.00 , $ 65.74 , $ 37.74 ,49%,7/17/2025,  -   
773,7/17/2025,laceluxx,MK Baby Blue,,,NA,, $ 0.01 ,, $ 38.00 , $ 33.17 , $ 33.16 ,87%,7/17/2025,  -   
774,7/17/2025,laceluxx,Project LV Auction,,,NA,, $ 35.00 ,, $ 54.00 , $ 46.68 , $ 11.68 ,22%,7/17/2025,  -   
775,7/17/2025,laceluxx,Giveaway Spend,,,NA,, $ 47.46 ,, $ -   , $ -   , $ (47.46),0%,7/17/2025,  -   
776,7/17/2025,laceluxx,Show Promotion,,,NA,, $ 159.89 ,, $ -   , $ -   , $ (159.89),0%,7/17/2025,  -   
777,7/18/2025,laceluxx,Black Fendi Crescent Bag,,,Great Condition,, $ 257.55 ,,,, $ (257.55),0%,,  18.00 
778,7/18/2025,laceluxx,LV Lock Auction,,,NA,, $ 20.00 ,, $ 25.00 , $ 21.69 , $ 1.69 ,7%,7/18/2025,  -   
779,7/18/2025,laceluxx,Shein Bags,,,NA,, $ 16.04 ,, $ 21.00 , $ 18.37 , $ 2.33 ,11%,7/18/2025,  -   
780,7/18/2025,laceluxx,Bag charm auction,,,NA,, $ 52.00 ,, $ 106.00 , $ 80.30 , $ 28.30 ,27%,7/18/2025,  -   
781,7/18/2025,laceluxx,Giveaway Spend,,,NA,, $ 41.28 ,, $ -   , $ -   , $ (41.28),0%,7/18/2025,  -   
782,7/18/2025,laceluxx,Show Promotion,,,NA,, $ 144.04 ,, $ -   , $ -   , $ (144.04),0%,7/18/2025,  -   
783,7/20/2025,laceluxx,Buy me an Energy Drink,,,NA,, $ 0.01 ,, $ 8.00 , $ 6.80 , $ 6.79 ,85%,7/20/2025,  -   
784,7/20/2025,laceluxx,Bag charm auction,,,NA,, $ 48.00 ,, $ 99.00 , $ 85.34 , $ 37.34 ,38%,7/20/2025,  -   
785,7/20/2025,laceluxx,LV Lock Auction,,,NA,, $ 40.00 ,, $ 38.00 , $ 32.91 , $ (7.09),-19%,7/20/2025,  -   
786,7/20/2025,laceluxx,Giveaway Spend,,,NA,, $ 35.51 ,, $ -   , $ -   , $ (35.51),0%,7/20/2025,  -   
787,7/20/2025,laceluxx,Show Promotion,,,NA,, $ 135.66 ,, $ -   , $ -   , $ (135.66),0%,7/20/2025,  -   
788,7/17/2025,slay4you,Fendi Tote Bag,,,Like New,, $ 189.00 ,,,, $ (189.00),0%,,  19.00 
789,7/17/2025,murielcol,Bebe New Navy Tote with Tassels,,,Like New,, $ 26.21 ,, $ 35.00 , $ 30.53 , $ 4.32 ,12%,7/26/2025,  9.00 
790,7/17/2025,murielcol,Juicy Pink Shoulder Bag,,,Great Condition,, $ 27.34 ,, $ 15.00 , $ 12.78 , $ (14.56),-97%,7/26/2025,  9.00 
791,7/17/2025,murielcol,Michael Kors Jetsetter Metalic Rose Bag,,,New,, $ 29.00 ,,,, $ (29.00),0%,,  19.00 
792,7/18/2025,bill_rose29,Louis Vuitton Bordeaux 29 Crossbody,,,Great Condition,, $ 428.21 ,,,, $ (428.21),0%,,  18.00 
793,7/18/2025,goldenboutique,Gold MCM Shoulder Bag,,,Great Condition,, $ 64.21 ,,,, $ (64.21),0%,,  18.00 
794,7/19/2025,silhouetteparis,Badgley Mischka Crossbody,,,NWT,, $ 27.04 ,,,, $ (27.04),0%,,  17.00 
795,7/19/2025,silhouetteparis,Badgley Mischka Crossbody,,,NWT,, $ 27.04 ,,,, $ (27.04),0%,,  17.00 
796,7/19/2025,silhouetteparis,Badgley Mischka Crossbody,,,NWT,, $ 27.04 ,,,, $ (27.04),0%,,  17.00 
797,7/19/2025,silhouetteparis,Badgley Mischka Crossbody,,,NWT,, $ 27.04 ,,,, $ (27.04),0%,,  17.00 
798,7/19/2025,silhouetteparis,Badgley Mischka Crossbody,,,NWT,, $ 27.04 ,,,, $ (27.04),0%,,  17.00 
799,7/19/2025,silhouetteparis,Valentino Orlandi Black Bag,,,NWT,, $ 28.00 ,,,, $ (28.00),0%,,  17.00 
800,7/19/2025,pinkprincess70,Christian Dior Gray Handbag,,,Great Condition,, $ 219.21 ,, $ 449.00 , $ 409.98 , $ 190.77 ,42%,7/25/2025,  6.00 
801,7/19/2025,sunniker,Dunhill Scarf,,,Great Condition,, $ 10.35 ,, $ 4.00 , $ 3.12 , $ (7.23),-181%,7/27/2025,  8.00 
802,7/19/2025,carlishops,Black Bottega Wallet,,,Great Condition,, $ 70.72 ,,,, $ (70.72),0%,,  17.00 
803,7/21/2025,raquel88,MCM Red Top Handle Bag,,,Good ,, $ 94.21 ,, $ 94.00 , $ 81.97 , $ (12.24),-13%,7/27/2025,  6.00 
804,7/20/2025,laceluxx,Mickey and Friends,,,NWOT,, $ 35.00 ,, $ 21.00 , $ 18.14 , $ (16.86),-80%,7/21/2025,  1.00 
805,7/21/2025,laceluxx,LV Lock Auction,,,NA,, $ 100.00 ,, $ 150.00 , $ 130.65 , $ 30.65 ,20%,7/21/2025,  -   
806,7/21/2025,laceluxx,Bag charm auction,,,NA,, $ 20.00 ,, $ 44.00 , $ 38.42 , $ 18.42 ,42%,7/21/2025,  -   
807,7/21/2025,laceluxx,Giveaway Spend,,,NA,, $ 27.36 ,, $ -   , $ -   , $ (27.36),0%,7/21/2025,  -   
808,7/21/2025,laceluxx,Show Promotion,,,NA,, $ 107.14 ,, $ -   , $ -   , $ (107.14),0%,7/21/2025,  -   
809,7/23/2025,EG Auctions,Louis Vuitton Monogram Pouchette Passport Trifold Wallet,,,Fair Condition,, $ 35.00 ,, $ 31.00 , $ 27.00 , $ (8.00),-26%,7/23/2025,  -   
810,7/23/2025,murielcol,Butterfly Crossbody,,,NWT,, $ 0.01 ,, $ 50.00 , $ 43.97 , $ 43.96 ,88%,7/23/2025,  -   
811,7/23/2025,Njbutler,Coach,,,NA,, $ 140.00 ,, $ 211.00 , $ 184.42 , $ 44.42 ,21%,7/23/2025,  -   
812,7/23/2025,laceluxx,LV Lock Auction,,,NA,, $ 79.40 ,, $ 83.00 , $ 71.96 , $ (7.44),-9%,7/23/2025,  -   
813,7/23/2025,laceluxx,Bag charm auction,,,NA,, $ 32.00 ,, $ 50.00 , $ 42.55 , $ 10.55 ,21%,7/23/2025,  -   
814,7/23/2025,laceluxx,Giveaway Spend,,,NA,, $ 37.31 ,, $ -   , $ -   , $ (37.31),0%,7/23/2025,  -   
815,7/23/2025,laceluxx,Show Promotion,,,NA,, $ 120.02 ,, $ -   , $ -   , $ (120.02),0%,7/23/2025,  -   
816,7/25/2025,laceluxx,Buy me an Energy Drink,,,NA,, $ 0.01 ,, $ 8.00 , $ 6.80 , $ 6.79 ,85%,7/25/2025,  -   
817,7/25/2025,laceluxx,Bag charm auction,,,NA,, $ 16.00 ,, $ 40.00 , $ 34.51 , $ 18.51 ,46%,7/25/2025,  -   
818,7/25/2025,laceluxx,LV Lock Auction,,,NA,, $ 79.24 ,, $ 101.00 , $ 87.63 , $ 8.39 ,8%,7/25/2025,  -   
819,7/25/2025,laceluxx,Giveaway Spend,,,NA,, $ 27.88 ,, $ -   , $ -   , $ (27.88),0%,7/25/2025,  -   
820,7/25/2025,laceluxx,Show Promotion,,,NA,, $ 80.33 ,, $ -   , $ -   , $ (80.33),0%,7/25/2025,  -   
821,7/18/2025,murielcol,Chanel GWP Silver Bag,,,NA,, $ 65.00 ,,,, $ (65.00),0%,,  18.00 
822,7/18/2025,murielcol,Gucci Red Cherry Mini Wallet - Full Inclusion,,,Excellent Cond ,, $ 125.00 ,, $ 199.00 , $ 176.40 , $ 51.40 ,26%,7/27/2025,  9.00 
823,7/18/2025,murielcol,Red Gucci Long Wallet Two Tone Hardware,,,Great Condition,, $ 110.00 ,,,, $ (110.00),0%,,  18.00 
824,7/26/2025,arttefinaluxury,Grey Prada 2 Way Bag,,,Good Condition,, $ 134.21 ,,,, $ (134.21),0%,,  10.00 
825,7/26/2025,laceluxx,Show Promotion,,,NA,, $ 111.67 ,, $ -   , $ -   , $ (111.67),0%,7/26/2025,  -   
826,7/26/2025,laceluxx,Giveaway Spend,,,NA,, $ 32.50 ,, $ -   , $ -   , $ (32.50),0%,7/26/2025,  -   
827,7/26/2025,laceluxx,Wallet Bundle,,,NA,, $ 201.00 ,, $ 265.00 , $ 234.94 , $ 33.94 ,13%,7/26/2025,  -   
828,7/26/2025,laceluxx,Labubu's,,,NA,, $ 143.21 ,, $ 123.00 , $ 108.20 , $ (35.01),-28%,7/26/2025,  -   
829,7/26/2025,laceluxx,Bag charm auction,,,NA,, $ 32.00 ,, $ 62.00 , $ 54.30 , $ 22.30 ,36%,7/26/2025,  -   
830,7/26/2025,laceluxx,Brown Coach Bag,,,NA,, $ 0.01 ,, $ 19.00 , $ 16.30 , $ 16.29 ,86%,7/26/2025,  -   
831,7/26/2025,laceluxx,LV Lock Auction,,,NA,, $ 19.91 ,, $ 25.00 , $ 21.69 , $ 1.78 ,7%,7/26/2025,  -   
832,7/26/2025,laceluxx,Cream Coach Bag,,,NA,, $ 40.00 ,, $ 44.00 , $ 38.83 , $ (1.17),-3%,7/26/2025,  -   
833,7/27/2025,laceluxx,Silver Coach Bag,,,NA,, $ 30.00 ,, $ 39.00 , $ 34.12 , $ 4.12 ,11%,7/27/2025,  -   
834,5/11/2025,Mercari,Burgundy Fendi Spy Bag,,,Great Condition,, $ 240.00 ,, $ 375.00 , $ 332.72 , $ 92.72 ,25%,7/27/2025,  77.00 
835,7/27/2025,laceluxx,COA,,,NA,, $ 10.00 ,, $ 25.00 , $ 21.89 , $ 11.89 ,48%,7/27/2025,  -   
836,7/27/2025,laceluxx,Giveaway Spend,,,NA,, $ 40.13 ,, $ -   , $ -   , $ (40.13),0%,7/27/2025,
837,7/27/2025,laceluxx,Show Promotion,,,NA,, $ 128.68 ,, $ -   , $ -   , $ (128.68),0%,7/27/2025,
838,3/24/2025,Quylityluxury,Louis Vuitton Vintage Garment Bag,,,Fair Condition,, $ 131.77 ,, $ 381.50 , $ 232.72 , $ 100.95 ,26%,7/1/2025,
839,5/16/2025,houstonselects,(Date and Price Est) Red Vernis Top Handle,,,Good,, $ 200.00 ,, $ 356.00 , $ 217.16 , $ 17.16 ,5%,7/1/2025,  46.00 
